id,neighborhood,latitude,longitude,price,size_in_sqft,no_of_bedrooms,no_of_bathrooms,quality,furnished,balcony,barbecue_area,central_ac,childrens_play_area,concierge,covered_parking,pets_allowed,private_garden,private_gym,private_pool,security,shared_gym,view_of_landmark,view_of_water
7098857,Jumeirah Beach Residence,25.072954,55.128089,3400000,1672,2.0,3,Medium,0,1,0,1,0,1,1,,0,0,0,1,1.0,1.0,1
7110423,Business Bay,25.189124,55.26418,2050000,2197,3.0,4,Low,0,0,0,0,1,0,0,0.0,0,0,0,0,0.0,0.0,1
7110490,Motor City,,55.249375,995000,1670,2.0,1,Low,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,,0
7114232,Dubai Hills Estate,25.109367000000002,55.24798000000001,1300000,1182,2.0,3,Medium,0,1,0,1,0,0,1,1.0,0,0,0,1,1.0,0.0,0
7132234,Motor City,25.046147,55.249375,1100000,1670,2.0,3,Medium,0,1,0,0,0,0,1,1.0,0,0,0,0,1.0,0.0,0
7133614,DAMAC Hills,25.019361,55.252762,750000,851,1.0,2,Low,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0
7134664,DIFC,25.212018,55.278772,1999999,1755,2.0,2,Medium,0,0,0,0,0,0,1,1.0,0,0,0,0,1.0,0.0,0
7135639,Downtown Dubai,25.19331,55.280919,2990000,1903,3.0,4,Low,0,0,0,0,0,1,0,0.0,0,0,0,0,0.0,0.0,0
7158173,Palm Jumeirah,25.108728,55.142382,2400000,1717,2.0,3,Medium,1,1,1,1,1,1,1,0.0,0,0,0,0,1.0,0.0,1
7158404,Downtown Dubai,25.194935,55.282665,2600000,1360,2.0,3,Low,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0
7169343,Dubai Marina,25.083121,55.141064,2000000,1477,2.0,3,Medium,0,1,0,1,0,0,1,0.0,0,0,0,0,0.0,0.0,1
7176333,Downtown Dubai,25.186457,55.277512,1800000,1622,2.0,3,Low,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0
7184800,Downtown Dubai,25.196593,55.269631000000004,930000,774,1.0,2,Low,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0
7186566,Palm Jumeirah,25.132445,55.152216,3200000,1572,2.0,3,Medium,0,1,0,1,0,0,0,0.0,0,0,0,1,1.0,0.0,1
7187135,Jumeirah Village Circle,25.066791000000002,55.203683999999996,714000,732,1.0,1,High,0,1,1,1,1,0,1,1.0,1,0,0,1,1.0,1.0,1
7187416,Dubai Marina,25.072395999999998,55.132386,1075000,1300,3.0,3,Medium,0,1,0,1,0,0,1,0.0,0,0,0,1,1.0,,1
7190229,Downtown Dubai,25.197316,55.274195999999996,2299900,1133,1.0,2,Medium,1,0,0,1,1,1,1,0.0,0,0,0,0,1.0,0.0,1
7195467,Dubai Marina,25.088431,55.146758999999996,1200000,1180,2.0,2,Medium,0,1,0,1,0,1,1,0.0,0,0,0,1,1.0,1.0,1
7196848,Dubai Marina,25.08377,55.145075,1525000,1440,2.0,3,Low,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0
7197939,City Walk,25.204462,55.262161,2700000,1685,,2,Medium,1,1,0,0,0,0,1,0.0,0,0,0,0,1.0,0.0,0
7209091,Jumeirah Beach Residence,25.07851,55.136283,815000,779,1.0,1,Low,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0
7209617,Jumeirah Lake Towers,25.080143,55.15238100000001,860000,971,1.0,2,Medium,0,1,0,1,0,0,1,0.0,0,0,0,1,1.0,1.0,0
7213284,Barsha Heights (Tecom),25.100994,55.178291,1200000,1450,2.0,1,Medium,0,1,0,0,0,0,0,1.0,0,0,0,1,1.0,,0
7213295,Jumeirah Beach Residence,25.07359,55.126352000000004,1300000,763,1.0,1,Low,0,1,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0
7215496,Downtown Dubai,25.197316,55.274195999999996,2100000,1135,1.0,1,High,1,0,0,1,0,1,1,1.0,0,0,1,1,1.0,1.0,1
7220252,Downtown Dubai,25.187622,55.278946999999995,2100000,1974,3.0,5,Low,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0
7233826,Palm Jumeirah,25.132445,55.152216,2100000,1051,1.0,1,Medium,0,1,1,1,0,1,0,0.0,0,0,0,0,1.0,0.0,1
7233845,Downtown Dubai,25.197316,55.274195999999996,2100000,826,1.0,2,Low,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0
7235162,Palm Jumeirah,25.132020999999998,55.151405000000004,3499000,1633,2.0,2,Medium,0,1,1,1,0,1,0,0.0,0,0,0,0,1.0,0.0,1
7242928,Dubai Marina,25.086726000000002,55.145205000000004,5500000,2609,4.0,5,Low,1,0,0,1,0,0,1,0.0,0,0,0,0,0.0,,1
7242929,Dubai Marina,25.081243,55.14512,2100000,1579,,3,Low,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0
7243134,DIFC,25.211032,55.28205,1845000,1526,2.0,2,Low,0,1,0,1,0,0,1,0.0,0,0,0,0,0.0,0.0,0
7246411,Al Barari,25.100921,55.313162,1800000,1964,1.0,2,High,0,1,1,1,1,1,1,0.0,0,0,0,1,1.0,,0
7247507,Dubai Production City (IMPZ),25.034774,55.20175,600000,1256,2.0,3,Medium,0,1,1,1,1,0,1,0.0,0,0,0,0,1.0,,1
7248933,Downtown Dubai,25.20092600000001,55.280912,1155000,753,1.0,2,Medium,0,1,0,1,0,0,0,0.0,0,0,0,1,1.0,0.0,0
7249393,The Hills,25.07868,55.15786899999999,2095000,1436,,3,Medium,1,1,1,1,1,1,1,0.0,0,0,0,0,1.0,0.0,0
7249763,Downtown Dubai,25.195460999999998,55.269463,1900000,1438,2.0,3,Medium,0,1,0,1,1,0,1,1.0,0,0,0,0,1.0,0.0,1
7253958,Palm Jumeirah,25.111432999999998,55.136798,1800000,1490,1.0,2,Low,0,0,0,0,0,0,1,0.0,0,0,0,0,1.0,0.0,0
7253959,Palm Jumeirah,25.111229,55.136449,1800000,1490,,2,Low,0,0,0,1,0,0,1,0.0,0,0,0,0,0.0,0.0,0
7256229,Jumeirah Village Circle,25.049282,55.205381,890000,1400,1.0,2,Low,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,0.0,0
7258063,Palm Jumeirah,25.132020999999998,55.151405000000004,3600000,1724,2.0,3,Medium,0,1,0,1,0,0,0,0.0,0,0,0,1,1.0,0.0,1
7261344,Dubai Marina,25.081622,55.141977000000004,1845000,1346,2.0,2,Medium,0,1,1,1,1,1,1,0.0,0,0,0,0,0.0,0.0,1
7261620,DIFC,25.212018,55.278772,1850000,1623,2.0,3,Low,0,0,0,1,0,0,1,1.0,0,0,0,0,0.0,0.0,0
7261823,Palm Jumeirah,25.104117000000002,55.148472999999996,4995000,2990,3.0,4,Medium,1,1,0,1,0,0,1,0.0,0,0,0,0,0.0,0.0,1
7264616,Palm Jumeirah,25.112604,55.143347,3000000,2201,3.0,4,Medium,0,1,0,1,0,0,1,0.0,0,0,0,0,1.0,0.0,0
7267378,Business Bay,25.176728,55.271595,610000,458,0.0,1,Low,1,0,0,1,0,0,1,0.0,0,0,0,0,0.0,0.0,0
7269286,City Walk,25.205218,55.262688,2850000,1734,2.0,4,Medium,0,1,0,0,0,0,1,0.0,0,0,0,0,1.0,0.0,0
7269411,City Walk,25.205218,55.262688,3315000,1950,2.0,4,Low,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0
7271517,Downtown Dubai,25.196398000000002,55.271002,1800000,1209,2.0,3,Medium,0,1,0,1,0,0,1,1.0,0,0,0,0,1.0,0.0,0
7271667,Downtown Dubai,25.196398000000002,55.271002,2100000,1354,2.0,3,Medium,0,1,0,1,0,0,1,1.0,0,0,0,0,1.0,0.0,0
7271812,Downtown Dubai,25.191753,55.27281800000001,1400000,860,1.0,2,Low,0,1,0,1,0,0,0,0.0,0,0,0,0,0.0,0.0,0
7271862,Old Town,25.189554,55.273782999999995,2300000,1338,,3,Low,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,0.0,0
7272693,Business Bay,25.18582300000001,55.291922,2300000,1442,2.0,3,Medium,1,1,0,1,0,0,1,0.0,0,0,0,0,1.0,,0
7274698,The Views,25.090953,55.16954200000001,1335000,1336,2.0,2,Low,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0
7279554,Downtown Dubai,25.187093,55.278912,2200000,1891,3.0,4,Low,0,0,0,0,0,1,0,0.0,0,0,0,0,0.0,0.0,0
7282003,Dubai Hills Estate,25.11576,55.248755,1100000,1087,2.0,2,Low,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0
7282005,Dubai Hills Estate,25.11576,55.248755,700000,646,1.0,1,Low,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0
7282007,Dubai Sports City,25.031902,55.22307900000001,700000,883,,2,Medium,1,1,0,1,0,0,1,0.0,0,0,0,0,1.0,0.0,0
7282875,City Walk,25.200221,55.264588,3680000,2574,3.0,5,Low,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0
7283381,Downtown Dubai,25.195926,55.28318,10000000,3399,4.0,5,Medium,0,0,0,0,0,1,0,0.0,1,1,1,0,0.0,0.0,0
7285066,Downtown Dubai,25.194935,55.282665,2200000,1447,,2,Low,1,1,0,1,0,0,1,0.0,0,0,0,0,0.0,0.0,0
7290609,Old Town,25.193542,55.277060999999996,1820000,1185,1.0,2,Medium,0,1,0,1,0,0,1,0.0,0,0,0,1,1.0,0.0,0
7294568,Palm Jumeirah,25.111902,55.138103,655888,380,0.0,1,High,1,1,0,1,1,1,1,0.0,0,0,0,1,1.0,1.0,1
7295340,Dubai Hills Estate,25.109367000000002,55.24798000000001,2300000,1953,3.0,5,High,0,1,0,1,1,1,1,0.0,0,0,0,1,1.0,1.0,0
7295433,City Walk,25.204462,55.262161,3200000,1830,2.0,4,Low,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0
7301927,Dubai Marina,25.073593,55.13751600000001,2175000,1385,2.0,3,Low,1,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,1
7310400,Jumeirah Village Circle,25.068607999999998,55.207423,700000,846,1.0,1,Medium,0,1,0,1,0,1,1,1.0,0,0,0,1,1.0,0.0,0
7310603,Dubai Marina,25.072395999999998,55.132386,850000,759,2.0,2,Low,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,1
7314727,Dubai Hills Estate,25.106147,55.246977,1066888,718,1.0,1,Medium,0,1,0,1,0,0,1,0.0,0,0,1,1,1.0,0.0,0
7317326,Palm Jumeirah,25.106964,55.111349,2500000,1356,2.0,3,Medium,0,1,1,1,1,1,1,0.0,0,0,0,0,0.0,0.0,1
7317661,Jumeirah Village Circle,25.056225,55.20458000000001,1502000,1460,3.0,3,High,0,1,0,1,1,0,1,1.0,0,0,0,1,1.0,1.0,1
7326018,Dubai Silicon Oasis,25.123141,55.398644,860000,1800,2.0,3,Medium,0,1,1,1,1,0,1,1.0,0,0,0,0,1.0,0.0,1
7332603,Downtown Dubai,25.186836,55.276951000000004,1000000,915,1.0,1,Low,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0
7333539,Dubai Marina,25.077327,55.140317,850000,545,0.0,2,Medium,1,1,0,1,0,1,1,0.0,0,0,0,1,1.0,1.0,0
7334033,Downtown Dubai,25.194547,55.282429,3400000,1566,2.0,3,Medium,0,0,0,1,0,0,0,0.0,0,0,0,1,1.0,0.0,0
7338330,Downtown Dubai,25.194935,55.282665,5500000,2310,3.0,4,Medium,1,1,0,0,0,0,0,0.0,0,0,0,0,1.0,0.0,1
7342132,Jumeirah Village Circle,25.051528,55.212972,813000,935,2.0,2,Low,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0
7342194,City Walk,25.200221,55.264588,3399000,2084,,4,Medium,0,1,0,1,0,0,1,0.0,0,0,0,0,1.0,0.0,0
7342389,Dubai Marina,25.073151,55.136981999999996,1589950,1302,2.0,3,Medium,0,1,1,1,1,0,0,1.0,0,0,0,1,1.0,0.0,0
7343739,Jumeirah Beach Residence,25.07359,55.126352000000004,10560000,3638,4.0,3,Medium,1,1,0,0,0,0,1,1.0,0,0,0,1,1.0,1.0,1
7346962,Dubai Sports City,25.044572,55.218948,390000,849,1.0,2,Medium,1,1,0,1,0,0,1,0.0,0,0,0,1,1.0,1.0,0
7347633,The Views,25.089719,55.170481,1650000,1458,2.0,2,Medium,0,1,0,0,0,0,1,1.0,0,0,0,0,1.0,,0
7348500,Jumeirah Beach Residence,25.072791,55.129829,1200000,1262,2.0,2,Medium,0,1,0,1,0,0,1,0.0,0,0,0,0,1.0,0.0,1
7349963,Palm Jumeirah,25.112725,55.109525,5400000,4526,4.0,5,Medium,1,1,0,1,1,1,1,0.0,0,0,0,0,0.0,0.0,0
7352882,Jumeirah Beach Residence,25.07359,55.126352000000004,14800000,5018,5.0,5,High,1,1,0,1,0,1,1,0.0,0,1,0,1,1.0,1.0,0
7356473,Palm Jumeirah,25.112604,55.143347,1700000,1509,1.0,1,Low,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0
7359788,Jumeirah Beach Residence,25.07851,55.136283,810000,779,1.0,2,Medium,0,1,0,0,0,0,1,1.0,0,0,0,0,1.0,0.0,1
7360372,Downtown Dubai,25.198795999999998,55.271342000000004,2350000,1391,2.0,3,Low,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0
7363073,Downtown Dubai,25.194282,55.27886899999999,3000000,796,1.0,2,Medium,1,1,0,1,0,0,1,0.0,0,0,0,0,1.0,0.0,1
7367291,Jumeirah Lake Towers,25.075364,55.14530799999999,920000,1315,3.0,2,Medium,0,1,0,1,1,0,1,0.0,0,0,0,0,,,0
7370356,Palm Jumeirah,25.132519,55.151574,2000000,1040,1.0,2,Medium,0,1,0,1,0,0,1,0.0,0,0,0,0,1.0,0.0,1
7372429,Palm Jumeirah,25.106809,55.151201,1325000,1144,1.0,1,Low,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0
7375714,Downtown Dubai,25.194186,55.269439,2850000,1244,2.0,2,Medium,0,0,0,1,0,1,1,0.0,0,0,0,1,1.0,0.0,0
7375749,Downtown Dubai,25.194186,55.269439,1650000,792,1.0,2,Medium,1,0,0,1,0,1,1,0.0,0,0,0,1,1.0,0.0,0
7376067,Dubai Sports City,25.04226400000001,55.21736,410000,969,1.0,2,Medium,0,1,0,1,0,1,0,0.0,0,0,0,1,1.0,0.0,0
7379928,Umm Suqeim,25.137408999999998,55.188956999999995,3700000,1860,3.0,4,Medium,0,1,0,1,0,0,0,1.0,0,0,0,0,1.0,,1
7380873,Jumeirah Village Circle,25.060247,55.203070999999994,670000,726,1.0,2,Low,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0
7381338,Downtown Dubai,25.19045,55.272402,1100000,1182,1.0,2,Medium,0,1,0,0,0,1,0,0.0,0,0,0,0,1.0,0.0,0
7383820,Greens,25.091870999999998,55.174751,620000,767,1.0,1,Medium,0,1,1,1,1,0,0,0.0,0,0,0,0,1.0,0.0,1
7384882,Business Bay,25.186477,55.282056000000004,2000000,1414,3.0,3,Medium,1,1,1,1,1,0,1,0.0,0,0,0,0,1.0,0.0,0
7386735,Jumeirah Village Circle,25.04675,55.200525,662000,634,1.0,2,Medium,1,0,1,0,1,0,1,0.0,0,0,0,0,1.0,0.0,0
7387036,Downtown Dubai,25.196558,55.284162,1992888,858,1.0,1,Medium,1,1,0,1,1,1,1,0.0,0,0,0,0,1.0,0.0,0
7387981,Jumeirah Lake Towers,25.071246,55.14080600000001,525000,569,1.0,1,Medium,0,0,0,1,0,0,1,0.0,0,0,0,0,1.0,0.0,1
7388157,Dubai Marina,25.07501700000001,55.137997,1990000,1556,2.0,2,Low,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0
7389603,Jumeirah Lake Towers,25.067137,55.139751000000004,767000,811,1.0,2,Medium,0,1,1,1,1,0,0,1.0,0,0,0,0,0.0,0.0,1
7389912,Dubai Hills Estate,25.111798,55.24734100000001,1096888,650,1.0,1,Medium,0,1,0,1,0,0,0,1.0,0,0,0,1,1.0,0.0,0
7390479,Dubai Hills Estate,25.097804999999997,55.245773,749888,482,1.0,1,Medium,0,1,0,1,0,0,1,0.0,0,0,1,1,1.0,0.0,0
7396594,Jumeirah Village Circle,25.066013,55.212988,900000,1439,2.0,3,Medium,0,1,0,1,1,0,1,1.0,0,0,0,0,0.0,0.0,0
7396640,Jumeirah Village Circle,25.058746,55.209389,575000,771,1.0,2,Medium,0,1,0,1,1,0,1,1.0,0,0,0,0,0.0,0.0,0
7396792,Palm Jumeirah,25.106668,55.149275,1650000,1974,2.0,4,Medium,0,1,0,0,1,0,0,1.0,0,0,0,0,1.0,0.0,0
7396866,Dubai Marina,25.087251000000002,55.145573999999996,1600000,977,1.0,2,Low,0,0,0,1,0,0,1,0.0,0,0,0,0,0.0,0.0,0
7396883,The Hills,25.078492,55.15864200000001,1900000,1436,2.0,3,Medium,1,1,1,1,0,1,1,0.0,0,0,0,0,1.0,0.0,0
7396925,Dubai Marina,25.081622,55.141977000000004,1700000,1694,2.0,3,Medium,0,1,0,1,1,0,0,1.0,0,0,0,0,0.0,0.0,0
